# t    Ek    Ep    Etot
3.02000000000000e+00 3.22192315073540e+01 -1.88367596376454e+02 -1.56148364869100e+02
3.03000000000000e+00 3.40027047483641e+01 -1.90152783077118e+02 -1.56150078328754e+02
3.04000000000000e+00 3.57806775569299e+01 -1.91932996042213e+02 -1.56152318485283e+02
3.05000000000000e+00 3.75377527987380e+01 -1.93703293657657e+02 -1.56165540858919e+02
3.06000000000000e+00 3.92382666924402e+01 -1.95407360911749e+02 -1.56169094219309e+02
3.07000000000000e+00 4.08235757238929e+01 -1.96996958128370e+02 -1.56173382404477e+02
3.08000000000000e+00 4.22394675618111e+01 -1.98417814926752e+02 -1.56178347364941e+02
3.09000000000000e+00 4.34246867705129e+01 -1.99608459848694e+02 -1.56183773078181e+02
3.10000000000000e+00 4.43149102541976e+01 -2.00504113387548e+02 -1.56189203133350e+02
3.11000000000000e+00 4.48502824089275e+01 -2.01044142494098e+02 -1.56193860085171e+02
3.12000000000000e+00 4.49875102700247e+01 -2.01184119910572e+02 -1.56196609640548e+02
3.13000000000000e+00 4.47167308139738e+01 -2.00912775169069e+02 -1.56196044355095e+02
3.14000000000000e+00 4.40815029329260e+01 -2.00272282887204e+02 -1.56190779954278e+02
3.15000000000000e+00 4.31971951788895e+01 -1.99377215473368e+02 -1.56180020294479e+02
3.16000000000000e+00 4.22594350505933e+01 -1.98423740689402e+02 -1.56164305638809e+02
3.17000000000000e+00 4.15322640199743e+01 -1.97678386454890e+02 -1.56146122434916e+02
3.18000000000000e+00 4.13083568069104e+01 -1.97438234030042e+02 -1.56129877223132e+02
3.19000000000000e+00 4.18430208657259e+01 -1.97963925918445e+02 -1.56120905052719e+02
3.20000000000000e+00 4.32768338732052e+01 -1.99400653954521e+02 -1.56123820081316e+02
3.21000000000000e+00 4.55701150820559e+01 -2.01711345177449e+02 -1.56141230095393e+02
3.22000000000000e+00 4.84671858885449e+01 -2.04641053327913e+02 -1.56173867439369e+02
3.23000000000000e+00 5.14899751944979e+01 -2.07712189724755e+02 -1.56222214530257e+02
3.24000000000000e+00 5.39422785857820e+01 -2.10230530540336e+02 -1.56288251954554e+02
3.25000000000000e+00 5.49080015428192e+01 -2.11282578449027e+02 -1.56374576906208e+02
3.26000000000000e+00 5.32692709930421e+01 -2.09745877499401e+02 -1.56476606506358e+02
3.27000000000000e+00 4.78710972000651e+01 -2.04434319745336e+02 -1.56563222545271e+02
3.28000000000000e+00 3.80941768759348e+01 -1.94647327491787e+02 -1.56553150615852e+02
3.29000000000000e+00 2.50753068810557e+01 -1.81377230864952e+02 -1.56301923983897e+02
3.30000000000000e+00 1.26992379732425e+01 -1.68620139935274e+02 -1.55920901962031e+02
3.31000000000000e+00 6.58384455259759e+00 -1.62267214630606e+02 -1.55683370078008e+02
3.32000000000000e+00 9.92107921399137e+00 -1.65791794829057e+02 -1.55870715615066e+02
3.33000000000000e+00 2.01316584428432e+01 -1.76427846613792e+02 -1.56296188170949e+02
3.34000000000000e+00 3.10621567673889e+01 -1.87665280013290e+02 -1.56603123245901e+02
3.35000000000000e+00 3.76418472390181e+01 -1.94328462133370e+02 -1.56686614894352e+02
3.36000000000000e+00 3.79433642712243e+01 -1.94559374494524e+02 -1.56616010223300e+02
3.37000000000000e+00 3.27102249766497e+01 -1.89168702005032e+02 -1.56458477028382e+02
3.38000000000000e+00 2.43637405616737e+01 -1.80602429523226e+02 -1.56238688961552e+02
3.39000000000000e+00 1.62696132124127e+01 -1.72283692697065e+02 -1.56014079484652e+02
3.40000000000000e+00 1.18127863653078e+01 -1.67690950127892e+02 -1.55878163762585e+02
3.41000000000000e+00 1.30040112035119e+01 -1.68903084309320e+02 -1.55899073105808e+02
3.42000000000000e+00 1.95687804770058e+01 -1.75616104412673e+02 -1.56047323935667e+02
3.43000000000000e+00 2.93258854722010e+01 -1.85547653461445e+02 -1.56221767989244e+02
3.44000000000000e+00 3.95376636908691e+01 -1.95877164246912e+02 -1.56339500556043e+02
3.45000000000000e+00 4.81209628492300e+01 -2.04500966468201e+02 -1.56380003618971e+02
3.46000000000000e+00 5.40690094488199e+01 -2.10433828812405e+02 -1.56364819363585e+02
3.47000000000000e+00 5.72496544739100e+01 -2.13573087686702e+02 -1.56323433212792e+02
3.48000000000000e+00 5.80184492433389e+01 -2.14294520122955e+02 -1.56276070879616e+02
3.49000000000000e+00 5.69163264490738e+01 -2.13148233709934e+02 -1.56231907260860e+02
3.50000000000000e+00 5.45100529780499e+01 -2.10703196790879e+02 -1.56193143812829e+02
3.51000000000000e+00 5.13336899212608e+01 -2.07493072297425e+02 -1.56159382376164e+02
3.52000000000000e+00 4.78730827700493e+01 -2.04003635096588e+02 -1.56130552326539e+02
3.53000000000000e+00 4.45518943477337e+01 -2.00659954069588e+02 -1.56108059721855e+02
3.54000000000000e+00 4.17024214223454e+01 -1.97796634371155e+02 -1.56094212948809e+02
3.55000000000000e+00 3.95284225720379e+01 -1.95618955024567e+02 -1.56090532452529e+02
3.56000000000000e+00 3.80819707036342e+01 -1.94178199488381e+02 -1.56096228784747e+02
3.57000000000000e+00 3.72738132801119e+01 -1.93381873740773e+02 -1.56108060460661e+02
3.58000000000000e+00 3.69186698637538e+01 -1.93040337841504e+02 -1.56121667977750e+02
3.59000000000000e+00 3.67975269293166e+01 -1.92930860267623e+02 -1.56133333338307e+02
3.60000000000000e+00 3.67127803411170e+01 -1.92853812809937e+02 -1.56141032468820e+02
3.61000000000000e+00 3.65207184163164e+01 -1.92665172094276e+02 -1.56144453677960e+02
3.62000000000000e+00 3.61396546651226e+01 -1.92284038789079e+02 -1.56144384123956e+02
3.63000000000000e+00 3.55413059421455e+01 -1.91683317580083e+02 -1.56142011637937e+02
3.64000000000000e+00 3.47350469052162e+01 -1.90873496170705e+02 -1.56138449265489e+02
3.65000000000000e+00 3.37521151106819e+01 -1.89886641593735e+02 -1.56134526483053e+02
3.66000000000000e+00 3.26332294966523e+01 -1.88763992829513e+02 -1.56130763332860e+02
3.67000000000000e+00 3.14203921759403e+01 -1.87547822152477e+02 -1.56127429976536e+02
3.68000000000000e+00 3.01522630900923e+01 -1.86276889538498e+02 -1.56124626448406e+02
3.69000000000000e+00 2.88620751786705e+01 -1.84984426898462e+02 -1.56122351719791e+02
3.70000000000000e+00 2.75771300234269e+01 -1.83697683183741e+02 -1.56120553160314e+02
3.71000000000000e+00 2.63328812981007e+01 -1.82459369982409e+02 -1.56126488684309e+02
3.72000000000000e+00 2.51447621375634e+01 -1.81270171452667e+02 -1.56125409315103e+02
3.73000000000000e+00 2.40112565005860e+01 -1.80135843650196e+02 -1.56124587149610e+02
3.74000000000000e+00 2.29423662001588e+01 -1.79066329952742e+02 -1.56123963752583e+02
3.75000000000000e+00 2.19457041032776e+01 -1.78069194955476e+02 -1.56123490852198e+02
3.76000000000000e+00 2.10270966057395e+01 -1.77150226342576e+02 -1.56123129736837e+02
3.77000000000000e+00 2.01910708770896e+01 -1.76313920939736e+02 -1.56122850062647e+02
3.78000000000000e+00 1.94412381326054e+01 -1.75563866669295e+02 -1.56122628536690e+02
3.79000000000000e+00 1.87805876316445e+01 -1.74903035339101e+02 -1.56122447707456e+02
3.80000000000000e+00 1.82117057375979e+01 -1.74334000702537e+02 -1.56122294964939e+02
3.81000000000000e+00 1.77369322006413e+01 -1.73859093986580e+02 -1.56122161785938e+02
3.82000000000000e+00 1.73584628995476e+01 -1.73480506130335e+02 -1.56122043230788e+02
3.83000000000000e+00 1.70784051042807e+01 -1.73200342793322e+02 -1.56121937689042e+02
3.84000000000000e+00 1.68987880769946e+01 -1.73020634951765e+02 -1.56121846874770e+02
3.85000000000000e+00 1.68215285148950e+01 -1.72943304596476e+02 -1.56121776081581e+02
3.86000000000000e+00 1.68483468541715e+01 -1.72970081574713e+02 -1.56121734720542e+02
3.87000000000000e+00 1.69806266481427e+01 -1.73102363826912e+02 -1.56121737178769e+02
3.88000000000000e+00 1.72192049351271e+01 -1.73341008985760e+02 -1.56121804050633e+02
3.89000000000000e+00 1.75640765708594e+01 -1.73686040374744e+02 -1.56121963803884e+02
3.90000000000000e+00 1.80139898403974e+01 -1.74136244783682e+02 -1.56122254943285e+02
3.91000000000000e+00 1.85659043880028e+01 -1.74688633100543e+02 -1.56122728712540e+02
3.92000000000000e+00 1.92142760802711e+01 -1.75337728390181e+02 -1.56123452309910e+02
3.93000000000000e+00 1.99714145930864e+01 -1.76101699096740e+02 -1.56130284503654e+02
3.94000000000000e+00 2.08245201445358e+01 -1.76956319637878e+02 -1.56131799493343e+02
3.95000000000000e+00 2.17324198300102e+01 -1.77866326613056e+02 -1.56133906783046e+02
3.96000000000000e+00 2.26672445398324e+01 -1.78804014833394e+02 -1.56136770293561e+02
3.97000000000000e+00 2.35909701535153e+01 -1.79731542753097e+02 -1.56140572599581e+02
3.98000000000000e+00 2.44531640573642e+01 -1.80598659664881e+02 -1.56145495607516e+02
3.99000000000000e+00 2.51889265775114e+01 -1.81340606823589e+02 -1.56151680246077e+02
4.00000000000000e+00 2.57176776080648e+01 -1.81876831282551e+02 -1.56159153674486e+02
4.01000000000000e+00 2.59439090666970e+01 -1.82111621419179e+02 -1.56167712352482e+02
4.02000000000000e+00 2.57616308076379e+01 -1.81938388214536e+02 -1.56176757406899e+02
4.03000000000000e+00 2.50648294476910e+01 -1.81249934305141e+02 -1.56185104857450e+02
4.04000000000000e+00 2.37664145596573e+01 -1.79957263400936e+02 -1.56190848841279e+02
4.05000000000000e+00 2.18270217859507e+01 -1.78018462740448e+02 -1.56191440954497e+02
4.06000000000000e+00 1.92915373061802e+01 -1.75475758285737e+02 -1.56184220979557e+02
4.07000000000000e+00 1.63245686269799e+01 -1.72492142049563e+02 -1.56167573422583e+02
4.08000000000000e+00 1.32277040682094e+01 -1.69370225777806e+02 -1.56142521709597e+02
4.09000000000000e+00 1.04167766296954e+01 -1.66530678805967e+02 -1.56113902176272e+02
4.10000000000000e+00 8.34527659587208e+00 -1.64435060857840e+02 -1.56089784261968e+02
4.11000000000000e+00 7.38527559134056e+00 -1.63463721314504e+02 -1.56078445723164e+02
4.12000000000000e+00 7.70933662142343e+00 -1.63793518012541e+02 -1.56084181391117e+02
4.13000000000000e+00 9.23024486269755e+00 -1.65335090504396e+02 -1.56104845641698e+02
4.14000000000000e+00 1.16310964775797e+01 -1.67764195899572e+02 -1.56133099421993e+02
4.15000000000000e+00 1.44692851524828e+01 -1.70629628087848e+02 -1.56160342935365e+02
4.16000000000000e+00 1.73016384502536e+01 -1.73482050771657e+02 -1.56180412321403e+02
4.17000000000000e+00 1.97789698312018e+01 -1.75969988618920e+02 -1.56191018787718e+02
4.18000000000000e+00 2.16870885662487e+01 -1.77880126533299e+02 -1.56193037967050e+02
4.19000000000000e+00 2.29411303641658e+01 -1.79130058254471e+02 -1.56188927890305e+02
4.20000000000000e+00 2.35540948570070e+01 -1.79735462146785e+02 -1.56181367289778e+02
4.21000000000000e+00 2.35992287451614e+01 -1.79771743166463e+02 -1.56172514421302e+02
4.22000000000000e+00 2.31779600466675e+01 -1.79341757640127e+02 -1.56163797593460e+02
4.23000000000000e+00 2.23974989887261e+01 -1.78553498546320e+02 -1.56155999557594e+02
4.24000000000000e+00 2.13576350181013e+01 -1.77507076561427e+02 -1.56149441543325e+02
4.25000000000000e+00 2.01444447202970e+01 -1.76288606175307e+02 -1.56144161455011e+02
4.26000000000000e+00 1.88284536993323e+01 -1.74968501684038e+02 -1.56140047984706e+02
4.27000000000000e+00 1.74653004369360e+01 -1.73602228154707e+02 -1.56136927717771e+02
4.28000000000000e+00 1.60975796772973e+01 -1.72232195085511e+02 -1.56134615408214e+02
4.29000000000000e+00 1.47570678705772e+01 -1.70890007357778e+02 -1.56132939487201e+02
4.30000000000000e+00 1.34669010675060e+01 -1.69598653651120e+02 -1.56131752583614e+02
4.31000000000000e+00 1.22435064607758e+01 -1.68374440253354e+02 -1.56130933792578e+02
4.32000000000000e+00 1.10982210864362e+01 -1.67228607973178e+02 -1.56130386886742e+02
4.33000000000000e+00 1.00386001340325e+01 -1.66168637017535e+02 -1.56130036883502e+02
4.34000000000000e+00 9.06944859960137e+00 -1.65199274850567e+02 -1.56129826250965e+02
4.35000000000000e+00 8.19362050136008e+00 -1.64323331869119e+02 -1.56129711367759e+02
4.36000000000000e+00 7.41262979685566e+00 -1.63542289278616e+02 -1.56129659481760e+02
4.37000000000000e+00 6.72711233564524e+00 -1.62856758557267e+02 -1.56129646221622e+02
4.38000000000000e+00 6.13717178902219e+00 -1.62266825414810e+02 -1.56129653625788e+02
4.39000000000000e+00 5.64263607242976e+00 -1.61772304692012e+02 -1.56129668619582e+02
4.40000000000000e+00 5.24324499176330e+00 -1.61372926856738e+02 -1.56129681864974e+02
4.41000000000000e+00 4.93878491158631e+00 -1.61068471826293e+02 -1.56129686914707e+02
4.42000000000000e+00 4.72918214113264e+00 -1.60858861755911e+02 -1.56129679614778e+02
4.43000000000000e+00 4.61456333948253e+00 -1.60744221052549e+02 -1.56129657713066e+02
4.44000000000000e+00 4.59528839263635e+00 -1.60724909038064e+02 -1.56129620645428e+02
4.45000000000000e+00 4.67195874172263e+00 -1.60801528225290e+02 -1.56129569483567e+02
4.46000000000000e+00 4.84540187453189e+00 -1.60974908916057e+02 -1.56129507041525e+02
4.47000000000000e+00 5.11663046595987e+00 -1.61246068616131e+02 -1.56129438150171e+02
4.48000000000000e+00 5.48677229962471e+00 -1.61616142421833e+02 -1.56129370122209e+02
4.49000000000000e+00 5.95696444936207e+00 -1.62086277893722e+02 -1.56129313444360e+02
4.50000000000000e+00 6.52820206182142e+00 -1.62657484810554e+02 -1.56129282748733e+02
4.51000000000000e+00 7.20112826758408e+00 -1.63330426398999e+02 -1.56129298131415e+02
4.52000000000000e+00 7.97574706976406e+00 -1.64105133970935e+02 -1.56129386901171e+02
4.53000000000000e+00 8.85103536690663e+00 -1.64980621217092e+02 -1.56129585850185e+02
4.54000000000000e+00 9.82442352882793e+00 -1.65954367661503e+02 -1.56129944132675e+02
4.55000000000000e+00 1.08911063980865e+01 -1.67021633195575e+02 -1.56130526797488e+02
4.56000000000000e+00 1.20431390329829e+01 -1.68174557947085e+02 -1.56131418914102e+02
4.57000000000000e+00 1.32682658109219e+01 -1.69400995809942e+02 -1.56132729999020e+02
4.58000000000000e+00 1.45484314979288e+01 -1.70683029492032e+02 -1.56134597994104e+02
4.59000000000000e+00 1.58579357656399e+01 -1.71995126984022e+02 -1.56137191218382e+02
4.60000000000000e+00 1.71612311330722e+01 -1.73301936431533e+02 -1.56140705298460e+02
4.61000000000000e+00 1.84368300277844e+01 -1.74556908171634e+02 -1.56120078143850e+02
4.62000000000000e+00 1.96229526750851e+01 -1.75749076701526e+02 -1.56126124026441e+02
4.63000000000000e+00 2.06123358708071e+01 -1.76745976706857e+02 -1.56133640836050e+02
4.64000000000000e+00 2.13064539677078e+01 -1.77449013730271e+02 -1.56142559762563e+02
4.65000000000000e+00 2.15915637250411e+01 -1.77744016125910e+02 -1.56152452400869e+02
4.66000000000000e+00 2.13469042234131e+01 -1.77509212345480e+02 -1.56162308122067e+02
4.67000000000000e+00 2.04615647454066e+01 -1.76631880274641e+02 -1.56170315529235e+02
4.68000000000000e+00 1.88626476537077e+01 -1.75036445941669e+02 -1.56173798287962e+02
4.69000000000000e+00 1.65546289771718e+01 -1.72724199608989e+02 -1.56169570631818e+02
4.70000000000000e+00 1.36633759362399e+01 -1.69818382706274e+02 -1.56155006770034e+02
4.71000000000000e+00 1.04682936557382e+01 -1.66598139201149e+02 -1.56129845545410e+02
4.72000000000000e+00 7.39711043533523e+00 -1.63495127148699e+02 -1.56098016713364e+02
4.73000000000000e+00 4.96008393021622e+00 -1.61028006213660e+02 -1.56067922283444e+02
4.74000000000000e+00 3.62386584777536e+00 -1.59673621778179e+02 -1.56049755930404e+02
4.75000000000000e+00 3.66515840526069e+00 -1.59715655939228e+02 -1.56050497533967e+02
4.76000000000000e+00 5.07271843848321e+00 -1.61142574068332e+02 -1.56069855629849e+02
4.77000000000000e+00 7.55142635909529e+00 -1.63651871121883e+02 -1.56100444762788e+02
4.78000000000000e+00 1.06260940689712e+01 -1.66758140347720e+02 -1.56132046278749e+02
4.79000000000000e+00 1.37885159410509e+01 -1.69945047055246e+02 -1.56156531114195e+02
4.80000000000000e+00 1.66200821506197e+01 -1.72790394238225e+02 -1.56170312087605e+02
4.81000000000000e+00 1.88527736955819e+01 -1.75026664150491e+02 -1.56173890454909e+02
4.82000000000000e+00 2.03707516355874e+01 -1.76540737937251e+02 -1.56169986301663e+02
4.83000000000000e+00 2.11852218019382e+01 -1.77351173080744e+02 -1.56165951278806e+02
4.84000000000000e+00 2.13734365656055e+01 -1.77529522169525e+02 -1.56156085603919e+02
4.85000000000000e+00 2.10390759221075e+01 -1.77185340704693e+02 -1.56146264782585e+02
4.86000000000000e+00 2.03024514304833e+01 -1.76439904612690e+02 -1.56137453182207e+02
4.87000000000000e+00 1.92761936903610e+01 -1.75406243505715e+02 -1.56130049815354e+02
4.88000000000000e+00 1.80575080158447e+01 -1.74181615635125e+02 -1.56124107619281e+02
4.89000000000000e+00 1.67258655678499e+01 -1.72845364334786e+02 -1.56119498766937e+02
4.90000000000000e+00 1.53437279468010e+01 -1.71459749250035e+02 -1.56116021303234e+02
4.91000000000000e+00 1.39586855072064e+01 -1.70072145459339e+02 -1.56113459952133e+02
4.92000000000000e+00 1.26060425158690e+01 -1.68717658933292e+02 -1.56111616417423e+02
4.93000000000000e+00 1.13113360018695e+01 -1.67421657486276e+02 -1.56110321484407e+02
4.94000000000000e+00 1.00925562602481e+01 -1.66201993545958e+02 -1.56109437285710e+02
4.95000000000000e+00 8.96199553560968e+00 -1.65070850391490e+02 -1.56108854855880e+02
4.96000000000000e+00 7.92773227030877e+00 -1.64036222137991e+02 -1.56108489867682e+02
4.97000000000000e+00 6.99479378923074e+00 -1.63103071841496e+02 -1.56108278052266e+02
4.98000000000000e+00 6.16605122315680e+00 -1.62274222223069e+02 -1.56108170999912e+02
4.99000000000000e+00 5.44289925572339e+00 -1.61551031857114e+02 -1.56108132601391e+02
5.00000000000000e+00 4.82576685946296e+00 -1.60933903030166e+02 -1.56108136170703e+02
5.01000000000000e+00 4.31449720209339e+00 -1.60422659394023e+02 -1.56108162191930e+02
5.02000000000000e+00 3.90862710004532e+00 -1.60016823698845e+02 -1.56108196598800e+02
5.03000000000000e+00 3.60758948688686e+00 -1.59715818980000e+02 -1.56108229493113e+02
5.04000000000000e+00 3.41085653408277e+00 -1.59519110753820e+02 -1.56108254219737e+02
5.05000000000000e+00 3.31803624096319e+00 -1.59426302973604e+02 -1.56108266732641e+02
5.06000000000000e+00 3.32893132255246e+00 -1.59437196526802e+02 -1.56108265204250e+02
5.07000000000000e+00 3.44356585459101e+00 -1.59551815702177e+02 -1.56108249847586e+02
5.08000000000000e+00 3.66218216633232e+00 -1.59770405103368e+02 -1.56108222937036e+02
5.09000000000000e+00 3.98520769009950e+00 -1.60093396719512e+02 -1.56108189029413e+02
5.10000000000000e+00 4.41318867296666e+00 -1.60521344075829e+02 -1.56108155402863e+02
5.11000000000000e+00 4.94668462054975e+00 -1.61054817368252e+02 -1.56108132747702e+02
5.12000000000000e+00 5.58611386111090e+00 -1.61694250021772e+02 -1.56108136160662e+02
5.13000000000000e+00 6.33153647134730e+00 -1.62439722983119e+02 -1.56108186511772e+02
5.14000000000000e+00 7.18235578392014e+00 -1.63290668053195e+02 -1.56108312269275e+02
5.15000000000000e+00 8.13691363855906e+00 -1.64245465516074e+02 -1.56108551877515e+02
5.16000000000000e+00 9.19194741202054e+00 -1.65300904187456e+02 -1.56108956775436e+02
5.17000000000000e+00 1.03418689345855e+01 -1.66451464033689e+02 -1.56109595099104e+02
5.18000000000000e+00 1.15778175529023e+01 -1.67688373546752e+02 -1.56110555993850e+02
5.19000000000000e+00 1.28864338879946e+01 -1.68998388094093e+02 -1.56111954206099e+02
5.20000000000000e+00 1.42483014587338e+01 -1.70362235583931e+02 -1.56113934125197e+02
5.21000000000000e+00 1.56360181857632e+01 -1.71752689722402e+02 -1.56116671536639e+02
5.22000000000000e+00 1.70119027769937e+01 -1.73132272578015e+02 -1.56120369801021e+02
5.23000000000000e+00 1.83254351302217e+01 -1.74450679865032e+02 -1.56125244734811e+02
5.24000000000000e+00 1.95107102166133e+01 -1.75642199245217e+02 -1.56131489028604e+02
5.25000000000000e+00 2.04844984514939e+01 -1.76623701536374e+02 -1.56139203084880e+02
5.26000000000000e+00 2.11460008912088e+01 -1.77294277674086e+02 -1.56148276782877e+02
5.27000000000000e+00 2.13800789720947e+01 -1.77538290308695e+02 -1.56158211336600e+02
5.28000000000000e+00 2.10665204116804e+01 -1.77234413348027e+02 -1.56167892936347e+02
5.29000000000000e+00 2.01064228661323e+01 -1.76280044485442e+02 -1.56173621619310e+02
5.30000000000000e+00 1.84346244556409e+01 -1.74610839504802e+02 -1.56176215049161e+02
5.31000000000000e+00 1.60613567418322e+01 -1.72232022332251e+02 -1.56170665590418e+02
5.32000000000000e+00 1.31325257122745e+01 -1.69287081420044e+02 -1.56154555707770e+02
5.33000000000000e+00 9.94973921841989e+00 -1.66077851011167e+02 -1.56128111792747e+02
5.34000000000000e+00 6.95780118840296e+00 -1.63053724220620e+02 -1.56095923032217e+02
5.35000000000000e+00 4.66974242425221e+00 -1.60736613455995e+02 -1.56066871031743e+02
5.36000000000000e+00 3.53457128134264e+00 -1.59585594436465e+02 -1.56051023155123e+02
5.37000000000000e+00 3.79333535797360e+00 -1.59847857858753e+02 -1.56054522500779e+02
5.38000000000000e+00 5.39302145570936e+00 -1.61468993015662e+02 -1.56075971559952e+02
5.39000000000000e+00 8.00604627986706e+00 -1.64113328503909e+02 -1.56107282224042e+02
5.40000000000000e+00 1.11441894748399e+01 -1.67282456737900e+02 -1.56138267263060e+02
5.41000000000000e+00 1.43058879171288e+01 -1.70467243745823e+02 -1.56161355828695e+02
5.42000000000000e+00 1.70915433606372e+01 -1.73265149109170e+02 -1.56173605748533e+02
5.43000000000000e+00 1.92554095490877e+01 -1.75431356372348e+02 -1.56175946823260e+02
5.44000000000000e+00 2.07006469833573e+01 -1.76871899224741e+02 -1.56171252241384e+02
5.45000000000000e+00 2.14427739505136e+01 -1.77605435188701e+02 -1.56162661238188e+02
5.46000000000000e+00 2.15656332290391e+01 -1.77718311231667e+02 -1.56152678002628e+02
5.47000000000000e+00 2.11841351870393e+01 -1.77327066234922e+02 -1.56142931047883e+02
5.48000000000000e+00 2.04186120827837e+01 -1.76552900393140e+02 -1.56134288310357e+02
5.49000000000000e+00 1.93800366429264e+01 -1.75507121856618e+02 -1.56127085213692e+02
5.50000000000000e+00 1.81896121493547e+01 -1.74290520813616e+02 -1.56100908664261e+02
5.51000000000000e+00 1.69228081569555e+01 -1.73019318756685e+02 -1.56096510599729e+02
5.52000000000000e+00 1.56130034359554e+01 -1.71706204933312e+02 -1.56093201497357e+02
5.53000000000000e+00 1.43053397546582e+01 -1.70396111962878e+02 -1.56090772208220e+02
5.54000000000000e+00 1.30331468379876e+01 -1.69122178511939e+02 -1.56089031673952e+02
5.55000000000000e+00 1.18203789541429e+01 -1.67908196487497e+02 -1.56087817533354e+02
5.56000000000000e+00 1.06837505551255e+01 -1.66770748336147e+02 -1.56086997781022e+02
5.57000000000000e+00 9.63450900154246e+00 -1.65720977182735e+02 -1.56086468181192e+02
5.58000000000000e+00 8.67985569086606e+00 -1.64766003771431e+02 -1.56086148080565e+02
5.59000000000000e+00 7.82405863132276e+00 -1.63910034617686e+02 -1.56085975986363e+02
5.60000000000000e+00 7.06930882030349e+00 -1.63155214358376e+02 -1.56085905538073e+02
5.61000000000000e+00 6.41637108528933e+00 -1.62502273187584e+02 -1.56085902102294e+02
5.62000000000000e+00 5.86507368522900e+00 -1.61951013705608e+02 -1.56085940020379e+02
5.63000000000000e+00 5.41467327424342e+00 -1.61500673723896e+02 -1.56086000449652e+02
5.64000000000000e+00 5.06412438593735e+00 -1.61150194094549e+02 -1.56086069708611e+02
5.65000000000000e+00 4.81227605137520e+00 -1.60898414086168e+02 -1.56086138034793e+02
5.66000000000000e+00 4.65801267905590e+00 -1.60744211353997e+02 -1.56086198674941e+02
5.67000000000000e+00 4.60035183354041e+00 -1.60686599076081e+02 -1.56086247242541e+02
5.68000000000000e+00 4.63850788790544e+00 -1.60724789181716e+02 -1.56086281293810e+02
5.69000000000000e+00 4.77192750206447e+00 -1.60858227590478e+02 -1.56086300088414e+02
5.70000000000000e+00 5.00030030258243e+00 -1.61086604817630e+02 -1.56086304515047e+02
5.71000000000000e+00 5.32354582816997e+00 -1.61409843003230e+02 -1.56086297175060e+02
5.72000000000000e+00 5.74177558661095e+00 -1.61828058216365e+02 -1.56086282629754e+02
5.73000000000000e+00 6.25522677686606e+00 -1.62341494606477e+02 -1.56086267829611e+02
5.74000000000000e+00 6.86416169803907e+00 -1.62950424454843e+02 -1.56086262756804e+02
5.75000000000000e+00 7.56872392511341e+00 -1.63655005251136e+02 -1.56086281326022e+02
5.76000000000000e+00 8.36873880913832e+00 -1.64455081411540e+02 -1.56086342602401e+02
5.77000000000000e+00 9.26344159849400e+00 -1.65349914005599e+02 -1.56086472407105e+02
5.78000000000000e+00 1.02511113667739e+01 -1.66337816753377e+02 -1.56086705386603e+02
5.79000000000000e+00 1.13285829815369e+01 -1.67415670593444e+02 -1.56087087611907e+02
5.80000000000000e+00 1.24906028310311e+01 -1.68578282563178e+02 -1.56087679732147e+02
5.81000000000000e+00 1.37289877447245e+01 -1.69817548347435e+02 -1.56088560602710e+02
5.82000000000000e+00 1.50315422883410e+01 -1.71121373378224e+02 -1.56089831089883e+02
5.83000000000000e+00 1.63806909367918e+01 -1.72472308274073e+02 -1.56091617337281e+02
5.84000000000000e+00 1.77517950697996e+01 -1.73845867105920e+02 -1.56094072036120e+02
5.85000000000000e+00 1.91111616282411e+01 -1.75208532626133e+02 -1.56097370997892e+02
5.86000000000000e+00 2.04138290519222e+01 -1.76515529449772e+02 -1.56101700397850e+02
5.87000000000000e+00 2.16013644790957e+01 -1.77708591849414e+02 -1.56107227370318e+02
5.88000000000000e+00 2.26001608347382e+01 -1.78714204411065e+02 -1.56114043576327e+02
5.89000000000000e+00 2.33211210854210e+01 -1.79443190582788e+02 -1.56122069497367e+02
5.90000000000000e+00 2.36621715985933e+01 -1.79793082139457e+02 -1.56130910540864e+02
5.91000000000000e+00 2.35156808076182e+01 -1.79655353275189e+02 -1.56139672467571e+02
5.92000000000000e+00 2.27832937939640e+01 -1.78930078485214e+02 -1.56146784691250e+02
5.93000000000000e+00 2.14002964999663e+01 -1.77550250120442e+02 -1.56149953620476e+02
5.94000000000000e+00 1.93693555988968e+01 -1.75515812031106e+02 -1.56146456432209e+02
5.95000000000000e+00 1.67982632149336e+01 -1.72932269733946e+02 -1.56134006519012e+02
5.96000000000000e+00 1.39282928932888e+01 -1.70040507980587e+02 -1.56112215087298e+02
5.97000000000000e+00 1.11324063763125e+01 -1.67216523360423e+02 -1.56084116984110e+02
5.98000000000000e+00 8.86362992868757e+00 -1.64920187575181e+02 -1.56056557646494e+02
5.99000000000000e+00 7.55145339892111e+00 -1.63589713741702e+02 -1.56038260342781e+02
6.00000000000000e+00 7.47573802352965e+00 -1.63511586719188e+02 -1.56035848695658e+02
6.01000000000000e+00 8.67317383468183e+00 -1.64723380778243e+02 -1.56050206943561e+02
6.02000000000000e+00 1.09248683272827e+01 -1.67000832326307e+02 -1.56075963999024e+02
6.03000000000000e+00 1.38318719883982e+01 -1.69936397054982e+02 -1.56104525066584e+02
6.04000000000000e+00 1.69383912066410e+01 -1.73066648878856e+02 -1.56128257672215e+02
6.05000000000000e+00 1.98454942292310e+01 -1.75988575083612e+02 -1.56143080854381e+02
