# t    Ek    Ep    Etot
6.06000000000000e+00 2.22773348465552e+01 -1.78425942725144e+02 -1.56148607878589e+02
6.07000000000000e+00 2.40945544925144e+01 -1.80241338983306e+02 -1.56146784490792e+02
6.08000000000000e+00 2.52716974536548e+01 -1.81412026670611e+02 -1.56140329216956e+02
6.09000000000000e+00 2.58603141927288e+01 -1.81992011052125e+02 -1.56131696859396e+02
6.10000000000000e+00 2.59533918648978e+01 -1.82076045432519e+02 -1.56122653567621e+02
6.11000000000000e+00 2.56583849092898e+01 -1.81772642105102e+02 -1.56114257195812e+02
6.12000000000000e+00 2.50800553246629e+01 -1.81187070527034e+02 -1.56107015202371e+02
6.13000000000000e+00 2.43113749061358e+01 -1.80412449133388e+02 -1.56101074227252e+02
6.14000000000000e+00 2.34299671505584e+01 -1.79526343701576e+02 -1.56096376551018e+02
6.15000000000000e+00 2.24978609453184e+01 -1.78590628934978e+02 -1.56092767989660e+02
6.16000000000000e+00 2.15629486610658e+01 -1.77653012160518e+02 -1.56090063499452e+02
6.17000000000000e+00 2.06611300548708e+01 -1.76749212656586e+02 -1.56088082601715e+02
6.18000000000000e+00 1.98185639801412e+01 -1.75905229698739e+02 -1.56086665718598e+02
6.19000000000000e+00 1.90750689067512e+01 -1.75161191427796e+02 -1.56086122521045e+02
6.20000000000000e+00 1.84424160245209e+01 -1.74527870614077e+02 -1.56085454589557e+02
6.21000000000000e+00 1.79075416343828e+01 -1.73992563646556e+02 -1.56085022012173e+02
6.22000000000000e+00 1.74754240517170e+01 -1.73560184966126e+02 -1.56084760914409e+02
6.23000000000000e+00 1.71486926856197e+01 -1.73233315417298e+02 -1.56084622731678e+02
6.24000000000000e+00 1.69283069067837e+01 -1.73012877984186e+02 -1.56084571077402e+02
6.25000000000000e+00 1.68140691007907e+01 -1.72898648240688e+02 -1.56084579139898e+02
6.26000000000000e+00 1.68050061667860e+01 -1.72889633780893e+02 -1.56084627614107e+02
6.27000000000000e+00 1.68996472469359e+01 -1.72984350366740e+02 -1.56084703119804e+02
6.28000000000000e+00 1.70962192879446e+01 -1.73181016329772e+02 -1.56084797041828e+02
6.29000000000000e+00 1.73927765185238e+01 -1.73477681249455e+02 -1.56084904730932e+02
6.30000000000000e+00 1.77872751316557e+01 -1.73872300146951e+02 -1.56085025015296e+02
6.31000000000000e+00 1.82776002903997e+01 -1.74362760277608e+02 -1.56085159987208e+02
6.32000000000000e+00 1.88615488722012e+01 -1.74946863916071e+02 -1.56085315043870e+02
6.33000000000000e+00 1.95367679599916e+01 -1.75622267133823e+02 -1.56085499173832e+02
6.34000000000000e+00 2.03006458327749e+01 -1.76386371322109e+02 -1.56085725489335e+02
6.35000000000000e+00 2.11501490145032e+01 -1.77236161021217e+02 -1.56086012006714e+02
6.36000000000000e+00 2.20815958249985e+01 -1.78167978491464e+02 -1.56086382666466e+02
6.37000000000000e+00 2.30903540497789e+01 -1.79177222601589e+02 -1.56086868551810e+02
6.38000000000000e+00 2.41704483565308e+01 -1.80257957549280e+02 -1.56087509192749e+02
6.39000000000000e+00 2.53140630726885e+01 -1.81402416777132e+02 -1.56088353704443e+02
6.40000000000000e+00 2.65109300223901e+01 -1.82600391284962e+02 -1.56089461262572e+02
6.41000000000000e+00 2.77623458025076e+01 -1.83849194421625e+02 -1.56086848619117e+02
6.42000000000000e+00 2.90524762200740e+01 -1.85141163955584e+02 -1.56088687735510e+02
6.43000000000000e+00 3.03452832342855e+01 -1.86436290347291e+02 -1.56091007113006e+02
6.44000000000000e+00 3.16129633031953e+01 -1.87706818105676e+02 -1.56093854802481e+02
6.45000000000000e+00 3.28218293287252e+01 -1.88919052347610e+02 -1.56097223018885e+02
6.46000000000000e+00 3.39329516606469e+01 -1.90033948593513e+02 -1.56100996932866e+02
6.47000000000000e+00 3.49044630155038e+01 -1.91009347449778e+02 -1.56104884434274e+02
6.48000000000000e+00 3.56964977176618e+01 -1.91804835230159e+02 -1.56108337512498e+02
6.49000000000000e+00 3.62797703247119e+01 -1.92390269393928e+02 -1.56110499069216e+02
6.50000000000000e+00 3.66482984927989e+01 -1.92758542208695e+02 -1.56110243715896e+02
6.51000000000000e+00 3.68352761480582e+01 -1.92941686750689e+02 -1.56106410602631e+02
6.52000000000000e+00 3.69283007546848e+01 -1.93026604430517e+02 -1.56098303675832e+02
6.53000000000000e+00 3.70765756788625e+01 -1.93162968950182e+02 -1.56086393271319e+02
6.54000000000000e+00 3.74804908805622e+01 -1.93553374887417e+02 -1.56072884006855e+02
6.55000000000000e+00 3.83566931721049e+01 -1.94418292640729e+02 -1.56061599468624e+02
6.56000000000000e+00 3.98816625871187e+01 -1.95938500478417e+02 -1.56056837891298e+02
6.57000000000000e+00 4.21304581412308e+01 -1.98192075009260e+02 -1.56061616868029e+02
6.58000000000000e+00 4.50346407595076e+01 -2.01111110893703e+02 -1.56076470134195e+02
6.59000000000000e+00 4.83755766941256e+01 -2.04475330921314e+02 -1.56099754227188e+02
6.60000000000000e+00 5.18095578458228e+01 -2.07938789468558e+02 -1.56129231622736e+02
6.61000000000000e+00 5.49044446320358e+01 -2.11068116441767e+02 -1.56163671809731e+02
6.62000000000000e+00 5.71669943271413e+01 -2.13370238054465e+02 -1.56203243727324e+02
6.63000000000000e+00 5.80561713959174e+01 -2.14304329630387e+02 -1.56248158234469e+02
6.64000000000000e+00 5.70021595467054e+01 -2.13297694507667e+02 -1.56295534960961e+02
6.65000000000000e+00 5.34752395764500e+01 -2.09810156275150e+02 -1.56334916698700e+02
6.66000000000000e+00 4.71630053900981e+01 -2.03507541397801e+02 -1.56344536007703e+02
6.67000000000000e+00 3.82905684215186e+01 -1.94585135948347e+02 -1.56294567526829e+02
6.68000000000000e+00 2.80034437834694e+01 -1.84170362413136e+02 -1.56166918629667e+02
6.69000000000000e+00 1.85119656617509e+01 -1.74502117764507e+02 -1.55990152102756e+02
6.70000000000000e+00 1.25606395078225e+01 -1.68414442228032e+02 -1.55853802720209e+02
6.71000000000000e+00 1.21423704696238e+01 -1.67996880452941e+02 -1.55854509983317e+02
6.72000000000000e+00 1.72173322906011e+01 -1.73225143973954e+02 -1.56007811683353e+02
6.73000000000000e+00 2.55161006177602e+01 -1.81753039237448e+02 -1.56236938619688e+02
6.74000000000000e+00 3.35736173403117e+01 -1.90024960547013e+02 -1.56451343206701e+02
6.75000000000000e+00 3.81063819883107e+01 -1.94717468412364e+02 -1.56611086424053e+02
6.76000000000000e+00 3.68843060060279e+01 -1.93548503424740e+02 -1.56664197418712e+02
6.77000000000000e+00 2.94866348519743e+01 -1.86036337760261e+02 -1.56549702908287e+02
6.78000000000000e+00 1.83172218643061e+01 -1.74527941248032e+02 -1.56210719383726e+02
6.79000000000000e+00 8.82964528027463e+00 -1.64625707208328e+02 -1.55796061928054e+02
6.80000000000000e+00 6.94008763520113e+00 -1.62614120399988e+02 -1.55674032764786e+02
6.81000000000000e+00 1.43424576602834e+01 -1.70301785378896e+02 -1.55959327718613e+02
6.82000000000000e+00 2.72030219757609e+01 -1.83489876534751e+02 -1.56286854558990e+02
6.83000000000000e+00 3.99373429354788e+01 -1.96400762647395e+02 -1.56463419711916e+02
6.84000000000000e+00 4.90425043196169e+01 -2.05493450305207e+02 -1.56450945985590e+02
6.85000000000000e+00 5.37876044723561e+01 -2.10145423505315e+02 -1.56357819032959e+02
6.86000000000000e+00 5.49412114273011e+01 -2.11198151696059e+02 -1.56256940268758e+02
6.87000000000000e+00 5.36796873563027e+01 -2.09853319725961e+02 -1.56173632369659e+02
6.88000000000000e+00 5.10968978842122e+01 -2.07207376462080e+02 -1.56110478577868e+02
6.89000000000000e+00 4.80754525751114e+01 -2.04140203705863e+02 -1.56064751130752e+02
6.90000000000000e+00 4.52760614641900e+01 -2.01310816470989e+02 -1.56034755006799e+02
6.91000000000000e+00 4.31384358594466e+01 -1.99158476803722e+02 -1.56020040944275e+02
6.92000000000000e+00 4.18781634168849e+01 -1.97897711636659e+02 -1.56019548219774e+02
6.93000000000000e+00 4.14984171252324e+01 -1.97528629354402e+02 -1.56030212229170e+02
6.94000000000000e+00 4.18324254790830e+01 -1.97879571635090e+02 -1.56047146156007e+02
6.95000000000000e+00 4.26131240864491e+01 -1.98678202980644e+02 -1.56065078894195e+02
6.96000000000000e+00 4.35499629706246e+01 -1.99629892546065e+02 -1.56079929575440e+02
6.97000000000000e+00 4.43905615790453e+01 -2.00480169842135e+02 -1.56089608263090e+02
6.98000000000000e+00 4.49548924295615e+01 -2.01048775603935e+02 -1.56093883174373e+02
6.99000000000000e+00 4.51425390226049e+01 -2.01236250154850e+02 -1.56093711132245e+02
7.00000000000000e+00 4.49216538329221e+01 -2.01012163710428e+02 -1.56090509877506e+02
7.01000000000000e+00 4.43098159101769e+01 -2.00395461084867e+02 -1.56085645174690e+02
7.02000000000000e+00 4.33544490419785e+01 -1.99434631006230e+02 -1.56080181964251e+02
7.03000000000000e+00 4.21168564847575e+01 -1.98191686661363e+02 -1.56074830176605e+02
7.04000000000000e+00 4.06610713170354e+01 -1.96731064684917e+02 -1.56069993367881e+02
7.05000000000000e+00 3.90470957118057e+01 -1.95112947370640e+02 -1.56065851658834e+02
7.06000000000000e+00 3.73274727002819e+01 -1.93389914242633e+02 -1.56062441542351e+02
7.07000000000000e+00 3.55590038706710e+01 -1.91612990484785e+02 -1.56053986614114e+02
7.08000000000000e+00 3.37757410349051e+01 -1.89827597485101e+02 -1.56051856450196e+02
7.09000000000000e+00 3.19917719250408e+01 -1.88042005443616e+02 -1.56050233518575e+02
7.10000000000000e+00 3.02282951188254e+01 -1.86277319043734e+02 -1.56049023924909e+02
7.11000000000000e+00 2.85010638431870e+01 -1.84549207315663e+02 -1.56048143472476e+02
7.12000000000000e+00 2.68214581322220e+01 -1.82868978491301e+02 -1.56047520359079e+02
7.13000000000000e+00 2.51974194911901e+01 -1.81244514838844e+02 -1.56047095347653e+02
7.14000000000000e+00 2.36342336424467e+01 -1.79681054327068e+02 -1.56046820684621e+02
7.15000000000000e+00 2.21351683481409e+01 -1.78181826863875e+02 -1.56046658515734e+02
7.16000000000000e+00 2.07019830541668e+01 -1.76748562265143e+02 -1.56046579210976e+02
7.17000000000000e+00 1.93353302201920e+01 -1.75381890024198e+02 -1.56046559804006e+02
7.18000000000000e+00 1.80350678330133e+01 -1.74081650465408e+02 -1.56046582632395e+02
7.19000000000000e+00 1.68005006068174e+01 -1.72847134806748e+02 -1.56046634199931e+02
7.20000000000000e+00 1.56305648011847e+01 -1.71677269050918e+02 -1.56046704249733e+02
7.21000000000000e+00 1.45239689868193e+01 -1.70570754009567e+02 -1.56046785022748e+02
7.22000000000000e+00 1.34793007213150e+01 -1.69526171393491e+02 -1.56046870672176e+02
7.23000000000000e+00 1.24951070622962e+01 -1.68542063867612e+02 -1.56046956805316e+02
7.24000000000000e+00 1.15699551573694e+01 -1.67616995284899e+02 -1.56047040127529e+02
7.25000000000000e+00 1.07024777829047e+01 -1.66749595949839e+02 -1.56047118166934e+02
7.26000000000000e+00 9.89140761376735e+00 -1.65938596676078e+02 -1.56047189062310e+02
7.27000000000000e+00 9.13560314734316e+00 -1.65182854547506e+02 -1.56047251400163e+02
7.28000000000000e+00 8.43406853398028e+00 -1.64481372623830e+02 -1.56047304089850e+02
7.29000000000000e+00 7.78596904416538e+00 -1.63833315312279e+02 -1.56047346268113e+02
7.30000000000000e+00 7.19064349827157e+00 -1.63238020724611e+02 -1.56047377226340e+02
7.31000000000000e+00 6.64761467117703e+00 -1.62695011026650e+02 -1.56047396355473e+02
7.32000000000000e+00 6.15659844003365e+00 -1.62204001544793e+02 -1.56047403104760e+02
7.33000000000000e+00 5.71751225159743e+00 -1.61764909203176e+02 -1.56047396951579e+02
7.34000000000000e+00 5.33048333162599e+00 -1.61377860712059e+02 -1.56047377380433e+02
7.35000000000000e+00 4.99585693104096e+00 -1.61043200800993e+02 -1.56047343869952e+02
7.36000000000000e+00 4.71420479154003e+00 -1.60761500678963e+02 -1.56047295887423e+02
7.37000000000000e+00 4.48633390763835e+00 -1.60533566798678e+02 -1.56047232891040e+02
7.38000000000000e+00 4.31329555331878e+00 -1.60360449894109e+02 -1.56047154340790e+02
7.39000000000000e+00 4.19639441948051e+00 -1.60243454139190e+02 -1.56047059719709e+02
7.40000000000000e+00 4.13719756152027e+00 -1.60184146129808e+02 -1.56046948568288e+02
7.41000000000000e+00 4.13754267033833e+00 -1.60184363206423e+02 -1.56046820536085e+02
7.42000000000000e+00 4.19954493651684e+00 -1.60246220392888e+02 -1.56046675456371e+02
7.43000000000000e+00 4.32560145230705e+00 -1.60372114904192e+02 -1.56046513451885e+02
7.44000000000000e+00 4.51839165726371e+00 -1.60564726740223e+02 -1.56046335082960e+02
7.45000000000000e+00 4.78087173762841e+00 -1.60827013291104e+02 -1.56046141553476e+02
7.46000000000000e+00 5.11626007844938e+00 -1.61162195074331e+02 -1.56045934995882e+02
7.47000000000000e+00 5.52800976198406e+00 -1.61573728626315e+02 -1.56045718864331e+02
7.48000000000000e+00 6.02844083624256e+00 -1.62069498775356e+02 -1.56041057939113e+02
7.49000000000000e+00 6.62523785413600e+00 -1.62668371361257e+02 -1.56043133507121e+02
7.50000000000000e+00 7.31406905612589e+00 -1.63356994676278e+02 -1.56042925620152e+02
7.51000000000000e+00 8.09564917342979e+00 -1.64138399596186e+02 -1.56042750422756e+02
7.52000000000000e+00 8.97330726723423e+00 -1.65015939403149e+02 -1.56042632135915e+02
7.53000000000000e+00 9.94964658323025e+00 -1.65992251346717e+02 -1.56042604763487e+02
7.54000000000000e+00 1.10260746813392e+01 -1.67068790309670e+02 -1.56042715628331e+02
7.55000000000000e+00 1.22021508614137e+01 -1.68245180892918e+02 -1.56043030031504e+02
7.56000000000000e+00 1.34746887695627e+01 -1.69518326025383e+02 -1.56043637255821e+02
7.57000000000000e+00 1.48365355472467e+01 -1.70881193582539e+02 -1.56044658035292e+02
7.58000000000000e+00 1.62749322550650e+01 -1.72321185574808e+02 -1.56046253319743e+02
7.59000000000000e+00 1.77693487013189e+01 -1.73817982190972e+02 -1.56048633489654e+02
7.60000000000000e+00 1.92886903166712e+01 -1.75340756107820e+02 -1.56052065791149e+02
7.61000000000000e+00 2.07878171825569e+01 -1.76844692321403e+02 -1.56056875138847e+02
7.62000000000000e+00 2.22034357342365e+01 -1.78266864575871e+02 -1.56063428841635e+02
7.63000000000000e+00 2.34496897394408e+01 -1.79521778244631e+02 -1.56072088505190e+02
7.64000000000000e+00 2.44142919822335e+01 -1.80497394414428e+02 -1.56083102432194e+02
7.65000000000000e+00 2.49569316757890e+01 -1.81053334095150e+02 -1.56096402419361e+02
7.66000000000000e+00 2.49130619197290e+01 -1.81024332870600e+02 -1.56111270950871e+02
7.67000000000000e+00 2.41078992646864e+01 -1.80233783896669e+02 -1.56125884631983e+02
7.68000000000000e+00 2.23868302027775e+01 -1.78523692316041e+02 -1.56136862113264e+02
7.69000000000000e+00 1.96674968438285e+01 -1.75806685202459e+02 -1.56139188358630e+02
7.70000000000000e+00 1.60122024446053e+01 -1.72139386931547e+02 -1.56127184486942e+02
7.71000000000000e+00 1.17034909099598e+01 -1.67800676467600e+02 -1.56097185557640e+02
7.72000000000000e+00 7.28277259973539e+00 -1.63334371964980e+02 -1.56051599365244e+02
7.73000000000000e+00 3.49730090626760e+00 -1.59499112842778e+02 -1.56001811936510e+02
7.74000000000000e+00 1.12328106854048e+00 -1.57089101594456e+02 -1.55965820525915e+02
7.75000000000000e+00 7.06721450537136e-01 -1.56665917690845e+02 -1.55959196240308e+02
7.76000000000000e+00 2.34703949784443e+00 -1.58332048972918e+02 -1.55985009475074e+02
7.77000000000000e+00 5.65497101183638e+00 -1.61686642299353e+02 -1.56031671287517e+02
7.78000000000000e+00 9.91242308960889e+00 -1.65993222346714e+02 -1.56080799257105e+02
7.79000000000000e+00 1.43327024441342e+01 -1.70450420910597e+02 -1.56117718466463e+02
7.80000000000000e+00 1.82800395593780e+01 -1.74416671855630e+02 -1.56136632296252e+02
7.81000000000000e+00 2.13705870376957e+01 -1.77509906728259e+02 -1.56139319690564e+02
7.82000000000000e+00 2.34634373473817e+01 -1.79594526339910e+02 -1.56131088992528e+02
7.83000000000000e+00 2.45935258864544e+01 -1.80710942156975e+02 -1.56117416270521e+02
7.84000000000000e+00 2.48947209362198e+01 -1.80997078097879e+02 -1.56102357161660e+02
7.85000000000000e+00 2.45389182610620e+01 -1.80627221818382e+02 -1.56088303557320e+02
7.86000000000000e+00 2.36975237436074e+01 -1.79773872934973e+02 -1.56076349191365e+02
7.87000000000000e+00 2.25217558157083e+01 -1.78588526225446e+02 -1.56066770409738e+02
7.88000000000000e+00 2.11355046380826e+01 -1.77194917419939e+02 -1.56059412781856e+02
7.89000000000000e+00 1.96352625692748e+01 -1.75689204817247e+02 -1.56053942247972e+02
7.90000000000000e+00 1.80933628381525e+01 -1.74143348574174e+02 -1.56049985736022e+02
7.91000000000000e+00 1.65623097833831e+01 -1.72609508710187e+02 -1.56047198926803e+02
7.92000000000000e+00 1.50790592538019e+01 -1.71124351235903e+02 -1.56045291982101e+02
7.93000000000000e+00 1.36687557565640e+01 -1.69712789405414e+02 -1.56044033648850e+02
7.94000000000000e+00 1.23477825813082e+01 -1.68391028289623e+02 -1.56043245708315e+02
7.95000000000000e+00 1.11261488527215e+01 -1.67168943004136e+02 -1.56042794151414e+02
7.96000000000000e+00 1.00093044191913e+01 -1.66051884577829e+02 -1.56042580158638e+02
7.97000000000000e+00 8.99948940403907e+00 -1.65042021567937e+02 -1.56042532163898e+02
7.98000000000000e+00 8.09671811685667e+00 -1.64139317489778e+02 -1.56042599372922e+02
7.99000000000000e+00 7.29948151835230e+00 -1.63342228205203e+02 -1.56042746686851e+02
8.00000000000000e+00 6.60523569719159e+00 -1.62648186509284e+02 -1.56042950812092e+02
8.01000000000000e+00 6.01072901915528e+00 -1.62053926303810e+02 -1.56043197284655e+02
8.02000000000000e+00 5.51220897385751e+00 -1.61555687104067e+02 -1.56043478130209e+02
8.03000000000000e+00 5.10554166495998e+00 -1.61149331549419e+02 -1.56043789884459e+02
8.04000000000000e+00 4.78627248835844e+00 -1.60830404186379e+02 -1.56044131698020e+02
8.05000000000000e+00 4.54965589945035e+00 -1.60594159147085e+02 -1.56044503247634e+02
8.06000000000000e+00 4.39068529787791e+00 -1.60435587488656e+02 -1.56044902190778e+02
8.07000000000000e+00 4.30416060227843e+00 -1.60349481579387e+02 -1.56045320977108e+02
8.08000000000000e+00 4.28483967800872e+00 -1.60330582719700e+02 -1.56045743041692e+02
8.09000000000000e+00 4.32788559682300e+00 -1.60373987788706e+02 -1.56046102191883e+02
8.10000000000000e+00 4.42938603918702e+00 -1.60475873372682e+02 -1.56046487333495e+02
8.11000000000000e+00 4.58687876388886e+00 -1.60633496110516e+02 -1.56046617346628e+02
8.12000000000000e+00 4.79962442623639e+00 -1.60846369026762e+02 -1.56046744600526e+02
8.13000000000000e+00 5.07038795411047e+00 -1.61117073420189e+02 -1.56046685466078e+02
8.14000000000000e+00 5.40598681225990e+00 -1.61452218979239e+02 -1.56046232166979e+02
8.15000000000000e+00 5.81723051463291e+00 -1.61862675948607e+02 -1.56045445433974e+02
8.16000000000000e+00 6.31917336327153e+00 -1.62363640720817e+02 -1.56044467357545e+02
8.17000000000000e+00 6.92858441457027e+00 -1.62972116779356e+02 -1.56043532364786e+02
8.18000000000000e+00 7.66151559576593e+00 -1.63704305314589e+02 -1.56042789718823e+02
8.19000000000000e+00 8.52991826323505e+00 -1.64572431779304e+02 -1.56042513516069e+02
8.20000000000000e+00 9.53784110067963e+00 -1.65580723435796e+02 -1.56042882335116e+02
8.21000000000000e+00 1.06803918225066e+01 -1.66724230908245e+02 -1.56043839085739e+02
8.22000000000000e+00 1.19440589673203e+01 -1.67989289225396e+02 -1.56045230258076e+02
8.23000000000000e+00 1.33093444071534e+01 -1.69356100765287e+02 -1.56046756358134e+02
8.24000000000000e+00 1.47553709032259e+01 -1.70803542268190e+02 -1.56048171364964e+02
8.25000000000000e+00 1.62636535975933e+01 -1.72312873762012e+02 -1.56049220164419e+02
8.26000000000000e+00 1.78213740091851e+01 -1.73871229880557e+02 -1.56049855871372e+02
8.27000000000000e+00 1.94231062269959e+01 -1.75473067875859e+02 -1.56049961648864e+02
8.28000000000000e+00 2.10710284043214e+01 -1.77120740431156e+02 -1.56049712026835e+02
8.29000000000000e+00 2.27737471331284e+01 -1.78823035385716e+02 -1.56049288252587e+02
8.30000000000000e+00 2.45435276532190e+01 -1.80592463105229e+02 -1.56048935452010e+02
8.31000000000000e+00 2.63930515138247e+01 -1.82441710633099e+02 -1.56048659119274e+02
8.32000000000000e+00 2.83325340749419e+01 -1.84381419924983e+02 -1.56048885850041e+02
8.33000000000000e+00 3.03645473669492e+01 -1.86414621837131e+02 -1.56050074470182e+02
8.34000000000000e+00 3.24802587864304e+01 -1.88532589490660e+02 -1.56052330704230e+02
8.35000000000000e+00 3.46549640359771e+01 -1.90711473448763e+02 -1.56056509412785e+02
8.36000000000000e+00 3.68384929958450e+01 -1.92901866463251e+02 -1.56063373467406e+02
8.37000000000000e+00 3.89451042055299e+01 -1.95018501061778e+02 -1.56073396856248e+02
8.38000000000000e+00 4.08418469383068e+01 -1.96929306013186e+02 -1.56087459074880e+02
8.39000000000000e+00 4.23462156892946e+01 -1.98451032539702e+02 -1.56104816850408e+02
8.40000000000000e+00 4.32383949098227e+01 -1.99362124515134e+02 -1.56123729605311e+02
8.41000000000000e+00 4.32841767264377e+01 -1.99426089599452e+02 -1.56141912873014e+02
8.42000000000000e+00 4.22781926872851e+01 -1.98433486990595e+02 -1.56155294303310e+02
8.43000000000000e+00 4.01095720673109e+01 -1.96268142693655e+02 -1.56158570626344e+02
8.44000000000000e+00 3.68350439296163e+01 -1.92981682580381e+02 -1.56146638650765e+02
8.45000000000000e+00 3.27482926449698e+01 -1.88865253767763e+02 -1.56116961122793e+02
8.46000000000000e+00 2.84044128975244e+01 -1.84477572855212e+02 -1.56073159957688e+02
8.47000000000000e+00 2.45554142848494e+01 -1.80579700609934e+02 -1.56024286325085e+02
8.48000000000000e+00 2.19976278732702e+01 -1.77982596016737e+02 -1.55984968143467e+02
8.49000000000000e+00 2.13571309706144e+01 -1.77325605796781e+02 -1.55968474826166e+02
8.50000000000000e+00 2.28946267326798e+01 -1.78875758192698e+02 -1.55981131460018e+02
8.51000000000000e+00 2.64236450849809e+01 -1.82442052117143e+02 -1.56018407032162e+02
8.52000000000000e+00 3.13688070876511e+01 -1.87437614041076e+02 -1.56068806953425e+02
8.53000000000000e+00 3.69282319080183e+01 -1.93047385895142e+02 -1.56119153987124e+02
8.54000000000000e+00 4.22818106443932e+01 -1.98438566346237e+02 -1.56156755701844e+02
8.55000000000000e+00 4.67627370671638e+01 -2.02941040018430e+02 -1.56178302951266e+02
8.56000000000000e+00 4.99483415167528e+01 -2.06132759319221e+02 -1.56184417802468e+02
8.57000000000000e+00 5.16704511591349e+01 -2.07848960411740e+02 -1.56178509252605e+02
8.58000000000000e+00 5.19733862141841e+01 -2.08135946539972e+02 -1.56162560325788e+02
8.59000000000000e+00 5.10760066120646e+01 -2.07215240373810e+02 -1.56139233761745e+02
8.60000000000000e+00 4.93403310757589e+01 -2.05449270311330e+02 -1.56108939235571e+02
8.61000000000000e+00 4.72344422478342e+01 -2.03310849777862e+02 -1.56076407530028e+02
8.62000000000000e+00 4.52441851600766e+01 -2.01296996131511e+02 -1.56052810971434e+02
8.63000000000000e+00 4.37236146114427e+01 -1.99769799492039e+02 -1.56046184880597e+02
8.64000000000000e+00 4.27847263233203e+01 -1.98838572208589e+02 -1.56053845885268e+02
8.65000000000000e+00 4.23253557933449e+01 -1.98390730505957e+02 -1.56065374712612e+02
8.66000000000000e+00 4.21632059317314e+01 -1.98236337874910e+02 -1.56073131943179e+02
8.67000000000000e+00 4.21402982673677e+01 -1.98218442209426e+02 -1.56078143942059e+02
8.68000000000000e+00 4.21395223126489e+01 -1.98221877584250e+02 -1.56082355271601e+02
8.69000000000000e+00 4.20666986147121e+01 -1.98151796784973e+02 -1.56085098170261e+02
8.70000000000000e+00 4.18614834154654e+01 -1.97945662416486e+02 -1.56084179001020e+02
8.71000000000000e+00 4.15282770321966e+01 -1.97606514607505e+02 -1.56078237575308e+02
8.72000000000000e+00 4.11481307114082e+01 -1.97217792742681e+02 -1.56069662031273e+02
8.73000000000000e+00 4.08459894182120e+01 -1.96908530167238e+02 -1.56062540749026e+02
8.74000000000000e+00 4.07254421823301e+01 -1.96785951191336e+02 -1.56060509009006e+02
8.75000000000000e+00 4.08207492452375e+01 -1.96884725953822e+02 -1.56063976708585e+02
8.76000000000000e+00 4.10905093877648e+01 -1.97160397898387e+02 -1.56069888510622e+02
8.77000000000000e+00 4.14610907804505e+01 -1.97533823626959e+02 -1.56072732846509e+02
8.78000000000000e+00 4.18932923759424e+01 -1.97963179960632e+02 -1.56069887584689e+02
8.79000000000000e+00 4.24179731382549e+01 -1.98481465878082e+02 -1.56063492739827e+02
8.80000000000000e+00 4.31127232336849e+01 -1.99171233510195e+02 -1.56058510276510e+02
8.81000000000000e+00 4.40361265565717e+01 -2.00094563114314e+02 -1.56058436557742e+02
8.82000000000000e+00 4.51664385500419e+01 -2.01231366833970e+02 -1.56064928283928e+02
8.83000000000000e+00 4.63981581789041e+01 -2.02471570864188e+02 -1.56073412685284e+02
8.84000000000000e+00 4.75877202191355e+01 -2.03669274736470e+02 -1.56081554517335e+02
8.85000000000000e+00 4.86006256191077e+01 -2.04687667499262e+02 -1.56087041880155e+02
8.86000000000000e+00 4.93403863238128e+01 -2.05430275843140e+02 -1.56089889519327e+02
8.87000000000000e+00 4.97617792340161e+01 -2.05851141014389e+02 -1.56089361780373e+02
8.88000000000000e+00 4.98730466516569e+01 -2.05959323247419e+02 -1.56086276595762e+02
8.89000000000000e+00 4.97229682357573e+01 -2.05805180332072e+02 -1.56082212096314e+02
8.90000000000000e+00 4.93768865513218e+01 -2.05456774717192e+02 -1.56079888165870e+02
8.91000000000000e+00 4.88906087936834e+01 -2.04970239042862e+02 -1.56079630249178e+02
8.92000000000000e+00 4.82952970958489e+01 -2.04376020378276e+02 -1.56080723282428e+02
8.93000000000000e+00 4.75996640169328e+01 -2.03683448684241e+02 -1.56083784667308e+02
8.94000000000000e+00 4.68040937064879e+01 -2.02889277011545e+02 -1.56085183305057e+02
8.95000000000000e+00 4.59288298889936e+01 -2.02011779974195e+02 -1.56082950085202e+02
8.96000000000000e+00 4.50520003307807e+01 -2.01127274721904e+02 -1.56075274391124e+02
8.97000000000000e+00 4.43273898886279e+01 -2.00390746146391e+02 -1.56063356257763e+02
8.98000000000000e+00 4.39692520846421e+01 -2.00019556457886e+02 -1.56050304373244e+02
8.99000000000000e+00 4.42007359323636e+01 -2.00241130773695e+02 -1.56040394841332e+02
9.00000000000000e+00 4.51828968653332e+01 -2.01219911708393e+02 -1.56037014843059e+02
9.01000000000000e+00 4.69666016384725e+01 -2.03007856929579e+02 -1.56041255291107e+02
9.02000000000000e+00 4.94814679574176e+01 -2.05532733467597e+02 -1.56051265510180e+02
9.03000000000000e+00 5.25624484529277e+01 -2.08626466630629e+02 -1.56064018177701e+02
9.04000000000000e+00 5.59951220445306e+01 -2.12072839516506e+02 -1.56077717471976e+02
9.05000000000000e+00 5.95482957746911e+01 -2.15638670266418e+02 -1.56090374491727e+02
9.06000000000000e+00 6.29935654856667e+01 -2.19096335180515e+02 -1.56102769694848e+02
9.07000000000000e+00 6.61098047878167e+01 -2.22225107269788e+02 -1.56115302481971e+02
9.08000000000000e+00 6.86831269895918e+01 -2.24812053487006e+02 -1.56128926497414e+02
9.09000000000000e+00 7.05117458305442e+01 -2.26653392003605e+02 -1.56141646173061e+02
